,race,city,eoe,call
1930,w,c,0.0,0.0
1931,w,c,0.0,0.0
1932,b,c,0.0,0.0
1933,b,c,0.0,0.0
1934,b,c,0.0,1.0
1935,w,c,0.0,1.0
1936,w,c,0.0,0.0
1937,b,c,0.0,1.0
1938,w,c,0.0,0.0
1939,b,c,0.0,0.0
1940,w,c,0.0,0.0
1941,b,c,0.0,0.0
1942,w,c,0.0,0.0
1943,b,c,0.0,0.0
1944,w,c,0.0,0.0
1945,b,c,0.0,0.0
1946,w,c,0.0,0.0
1947,b,c,0.0,0.0
1948,w,c,0.0,0.0
1949,b,c,0.0,0.0
1950,w,c,0.0,1.0
1951,b,c,0.0,1.0
1952,w,c,0.0,0.0
1953,b,c,0.0,0.0
1954,b,c,0.0,0.0
1955,w,c,0.0,0.0
1956,w,c,1.0,0.0
1957,w,c,1.0,0.0
1958,b,c,1.0,0.0
1959,b,c,1.0,0.0
1960,b,c,0.0,1.0
1961,w,c,0.0,0.0
1962,w,c,0.0,0.0
1963,b,c,0.0,0.0
1964,w,c,0.0,0.0
1965,b,c,0.0,0.0
1966,b,c,0.0,0.0
1967,w,c,0.0,0.0
1968,b,c,0.0,0.0
1969,b,c,0.0,1.0
1970,w,c,0.0,0.0
1971,w,c,0.0,0.0
1972,w,c,0.0,0.0
1973,b,c,0.0,0.0
1974,w,c,0.0,0.0
1975,b,c,0.0,0.0
1976,w,c,0.0,0.0
1977,b,c,0.0,1.0
1978,w,c,0.0,0.0
1979,b,c,0.0,0.0
1980,b,c,0.0,0.0
1981,w,c,0.0,0.0
1982,b,c,0.0,0.0
1983,w,c,0.0,0.0
1984,b,b,1.0,0.0
1985,w,b,1.0,1.0
1986,w,b,0.0,0.0
1987,w,b,0.0,0.0
1988,w,b,0.0,0.0
1989,w,b,0.0,0.0
1990,b,b,1.0,0.0
1991,w,b,1.0,0.0
1992,b,b,1.0,0.0
1993,w,b,1.0,0.0
1994,b,b,0.0,0.0
1995,b,b,0.0,0.0
1996,b,b,0.0,0.0
1997,b,b,0.0,0.0
1998,w,b,0.0,0.0
1999,w,b,1.0,0.0
2000,b,b,0.0,0.0
2001,w,b,0.0,0.0
2002,b,b,1.0,0.0
2003,b,b,0.0,0.0
2004,w,b,0.0,0.0
2005,b,b,0.0,0.0
2006,w,b,0.0,0.0
2007,b,b,0.0,0.0
2008,w,b,0.0,1.0
2009,b,b,0.0,1.0
2010,b,b,0.0,1.0
2011,w,b,0.0,0.0
2012,b,b,0.0,0.0
2013,w,b,0.0,1.0
2014,b,b,0.0,0.0
2015,w,b,0.0,0.0
2016,w,b,0.0,0.0
2017,b,b,0.0,0.0
2018,w,b,0.0,0.0
2019,b,b,0.0,0.0
2020,w,c,0.0,0.0
2021,b,c,0.0,0.0
2022,w,c,0.0,0.0
2023,b,c,0.0,0.0
2024,b,c,0.0,0.0
2025,w,c,0.0,0.0
2026,w,c,0.0,1.0
2027,b,c,0.0,0.0
2028,b,c,0.0,0.0
2029,w,c,0.0,0.0
2030,w,c,0.0,0.0
2031,b,c,0.0,0.0
2032,b,c,0.0,0.0
2033,b,c,0.0,0.0
2034,w,c,0.0,0.0
2035,w,c,0.0,0.0
2036,w,c,0.0,0.0
2037,b,c,0.0,0.0
2038,w,c,0.0,0.0
2039,b,c,0.0,0.0
2040,w,c,0.0,0.0
2041,w,c,0.0,0.0
2042,b,c,0.0,0.0
2043,b,c,0.0,0.0
2044,w,c,0.0,0.0
2045,b,c,0.0,0.0
2046,w,c,0.0,0.0
2047,b,c,0.0,0.0
2048,w,c,0.0,0.0
2049,b,c,0.0,0.0
2050,w,c,0.0,0.0
2051,b,c,0.0,0.0
2052,w,c,1.0,0.0
2053,b,c,1.0,0.0
2054,w,c,1.0,0.0
2055,b,c,1.0,0.0
2056,w,c,0.0,0.0
2057,b,c,0.0,0.0
2058,b,c,0.0,0.0
2059,w,c,0.0,0.0
2060,b,b,0.0,0.0
2061,w,b,0.0,0.0
2062,w,b,0.0,0.0
2063,b,b,1.0,0.0
2064,w,b,1.0,0.0
2065,w,b,0.0,0.0
2066,w,b,0.0,0.0
2067,b,b,0.0,0.0
2068,w,b,0.0,0.0
2069,b,b,1.0,0.0
2070,w,b,1.0,0.0
2071,w,b,0.0,0.0
2072,b,b,1.0,0.0
2073,w,b,1.0,0.0
2074,b,b,0.0,0.0
2075,b,b,0.0,0.0
2076,b,b,0.0,0.0
2077,w,b,0.0,0.0
2078,w,b,0.0,0.0
2079,w,b,1.0,0.0
2080,b,b,0.0,0.0
2081,b,b,0.0,0.0
2082,b,b,0.0,0.0
2083,b,b,1.0,0.0
2084,w,b,0.0,0.0
2085,w,b,0.0,0.0
2086,b,b,0.0,0.0
2087,b,b,0.0,0.0
2088,w,b,0.0,0.0
2089,w,b,0.0,0.0
2090,b,b,0.0,0.0
2091,b,b,0.0,0.0
2092,w,b,1.0,1.0
2093,b,b,1.0,1.0
2094,w,b,1.0,0.0
2095,b,b,1.0,0.0
2096,w,b,1.0,1.0
2097,w,b,1.0,1.0
2098,b,b,1.0,1.0
2099,b,b,1.0,1.0
2100,b,b,1.0,0.0
2101,w,b,1.0,0.0
2102,b,b,1.0,0.0
2103,w,b,1.0,0.0
2104,b,b,0.0,0.0
2105,w,b,0.0,0.0
2106,w,b,0.0,1.0
2107,b,b,0.0,0.0
2108,w,b,0.0,1.0
2109,b,b,0.0,0.0
2110,w,b,0.0,1.0
2111,b,b,0.0,0.0
2112,w,c,0.0,0.0
2113,b,c,0.0,0.0
2114,w,c,0.0,0.0
2115,b,c,0.0,0.0
2116,b,c,0.0,0.0
2117,w,c,0.0,0.0
2118,w,c,0.0,0.0
2119,b,c,0.0,0.0
2120,b,c,0.0,0.0
2121,w,c,0.0,0.0
2122,w,c,0.0,0.0
2123,b,c,0.0,0.0
2124,b,c,0.0,0.0
2125,w,c,0.0,0.0
2126,w,c,0.0,0.0
2127,b,c,0.0,0.0
2128,b,c,1.0,0.0
2129,w,c,1.0,0.0
2130,w,c,1.0,0.0
2131,b,c,1.0,0.0
2132,w,c,0.0,0.0
2133,w,c,0.0,0.0
2134,b,c,0.0,0.0
2135,b,c,0.0,0.0
2136,b,c,0.0,0.0
2137,w,c,0.0,0.0
2138,w,c,0.0,0.0
2139,b,c,0.0,0.0
2140,w,c,0.0,0.0
2141,w,c,0.0,0.0
2142,b,c,0.0,0.0
2143,b,c,0.0,0.0
2144,w,c,0.0,0.0
2145,w,c,0.0,0.0
2146,b,c,0.0,0.0
2147,b,c,0.0,0.0
2148,w,c,1.0,0.0
2149,w,c,1.0,0.0
2150,b,c,1.0,0.0
2151,b,c,1.0,0.0
2152,w,b,0.0,0.0
2153,w,b,1.0,0.0
2154,w,b,1.0,0.0
2155,w,b,1.0,0.0
2156,b,b,0.0,0.0
2157,w,b,1.0,0.0
2158,w,b,0.0,0.0
2159,w,b,1.0,0.0
2160,w,b,0.0,0.0
2161,b,b,0.0,0.0
2162,b,b,1.0,0.0
2163,b,b,0.0,0.0
2164,b,b,0.0,1.0
2165,b,b,0.0,0.0
2166,b,b,1.0,0.0
2167,w,b,0.0,0.0
2168,b,b,0.0,0.0
2169,b,b,0.0,0.0
2170,b,b,1.0,0.0
2171,b,b,1.0,0.0
2172,b,b,0.0,0.0
2173,b,b,0.0,0.0
2174,b,b,1.0,0.0
2175,w,b,0.0,0.0
2176,w,b,0.0,0.0
2177,w,b,0.0,0.0
2178,w,b,0.0,0.0
2179,w,b,1.0,0.0
2180,w,b,1.0,0.0
2181,w,b,0.0,0.0
2182,w,b,0.0,0.0
2183,b,b,1.0,0.0
2184,b,b,1.0,0.0
2185,b,b,0.0,0.0
2186,b,b,1.0,0.0
2187,b,b,0.0,0.0
2188,w,b,0.0,0.0
2189,w,b,0.0,0.0
2190,w,b,1.0,0.0
2191,b,b,0.0,0.0
2192,b,b,1.0,0.0
2193,w,b,1.0,1.0
2194,w,b,1.0,1.0
2195,b,b,1.0,0.0
2196,w,b,0.0,0.0
2197,b,b,0.0,0.0
2198,w,b,0.0,0.0
2199,b,b,0.0,0.0
2200,w,b,0.0,0.0
2201,b,b,0.0,1.0
2202,b,b,0.0,0.0
2203,w,b,0.0,1.0
2204,w,b,0.0,1.0
2205,b,b,0.0,0.0
2206,b,b,0.0,0.0
2207,w,b,0.0,1.0
2208,w,b,0.0,0.0
2209,b,b,0.0,0.0
2210,b,b,0.0,1.0
2211,w,b,0.0,0.0
2212,w,b,0.0,0.0
2213,w,b,0.0,0.0
2214,b,b,0.0,0.0
2215,b,b,0.0,0.0
2216,w,b,0.0,0.0
2217,w,b,0.0,0.0
2218,b,b,0.0,0.0
2219,b,b,0.0,0.0
2220,b,b,0.0,0.0
2221,w,b,0.0,1.0
2222,b,b,0.0,1.0
2223,w,b,0.0,0.0
2224,b,b,0.0,0.0
2225,w,b,0.0,0.0
2226,b,b,0.0,0.0
2227,w,b,0.0,1.0
2228,w,b,0.0,1.0
2229,b,b,0.0,0.0
2230,b,b,0.0,0.0
2231,w,b,0.0,0.0
2232,w,b,0.0,0.0
2233,w,b,0.0,1.0
2234,b,b,0.0,0.0
2235,b,b,0.0,0.0
2236,w,c,0.0,0.0
2237,w,c,0.0,0.0
2238,b,c,0.0,0.0
2239,b,c,0.0,0.0
2240,b,c,0.0,0.0
2241,w,c,0.0,0.0
2242,w,c,0.0,0.0
2243,b,c,0.0,0.0
2244,b,c,0.0,0.0
2245,w,c,0.0,0.0
2246,b,c,0.0,0.0
2247,w,c,0.0,0.0
2248,w,c,0.0,0.0
2249,w,c,0.0,0.0
2250,b,c,0.0,0.0
2251,b,c,0.0,0.0
2252,w,c,0.0,0.0
2253,w,c,0.0,0.0
2254,b,c,0.0,0.0
2255,b,c,0.0,1.0
2256,b,c,0.0,0.0
2257,w,c,0.0,0.0
2258,b,c,0.0,0.0
2259,w,c,0.0,0.0
2260,b,c,0.0,0.0
2261,w,c,0.0,0.0
2262,w,c,0.0,0.0
2263,b,c,0.0,0.0
2264,w,c,0.0,0.0
2265,b,c,0.0,0.0
2266,b,c,0.0,0.0
2267,w,c,0.0,0.0
2268,b,b,0.0,0.0
2269,w,b,0.0,0.0
2270,w,b,0.0,0.0
2271,w,b,0.0,0.0
2272,w,b,1.0,0.0
2273,w,b,0.0,0.0
2274,b,b,1.0,0.0
2275,b,b,0.0,0.0
2276,w,b,0.0,0.0
2277,w,b,0.0,0.0
2278,w,b,0.0,0.0
2279,w,b,1.0,0.0
2280,b,b,0.0,0.0
2281,w,b,0.0,0.0
2282,b,b,0.0,0.0
2283,b,b,1.0,0.0
2284,b,b,0.0,0.0
2285,w,b,0.0,0.0
2286,w,b,0.0,0.0
2287,b,b,0.0,0.0
2288,b,b,0.0,0.0
2289,b,b,0.0,0.0
2290,b,b,1.0,0.0
2291,b,b,0.0,0.0
2292,w,b,1.0,0.0
2293,w,b,1.0,0.0
2294,w,b,0.0,0.0
2295,w,b,0.0,0.0
2296,b,b,0.0,0.0
2297,b,b,0.0,0.0
2298,b,b,0.0,0.0
2299,b,b,1.0,0.0
2300,b,b,0.0,0.0
2301,w,b,0.0,1.0
2302,w,b,0.0,1.0
2303,b,b,0.0,1.0
2304,b,b,0.0,0.0
2305,w,b,0.0,0.0
2306,b,b,0.0,0.0
2307,w,b,0.0,0.0
2308,w,b,0.0,0.0
2309,w,b,0.0,0.0
2310,b,b,0.0,0.0
2311,b,b,0.0,0.0
2312,b,b,0.0,0.0
2313,w,b,0.0,0.0
2314,w,b,0.0,0.0
2315,b,b,0.0,0.0
2316,w,b,0.0,1.0
2317,b,b,0.0,1.0
2318,w,b,0.0,1.0
2319,b,b,0.0,1.0
2320,b,b,1.0,0.0
2321,w,b,1.0,0.0
2322,b,b,1.0,0.0
2323,w,b,1.0,0.0
2324,w,b,0.0,1.0
2325,w,b,0.0,1.0
2326,b,b,0.0,1.0
2327,b,b,0.0,0.0
2328,b,c,0.0,0.0
2329,w,c,0.0,0.0
2330,b,c,0.0,0.0
2331,w,c,0.0,0.0
2332,w,c,0.0,0.0
2333,b,c,0.0,0.0
2334,w,c,0.0,0.0
2335,b,c,0.0,0.0
2336,b,c,0.0,0.0
2337,w,c,0.0,0.0
2338,b,c,0.0,0.0
2339,w,c,0.0,0.0
2340,w,b,1.0,0.0
2341,w,b,1.0,0.0
2342,w,b,1.0,0.0
2343,w,b,1.0,0.0
2344,w,b,0.0,0.0
2345,w,b,1.0,0.0
2346,w,b,0.0,0.0
2347,b,b,1.0,0.0
2348,b,b,1.0,0.0
2349,b,b,0.0,0.0
2350,w,b,0.0,0.0
2351,b,b,1.0,0.0
2352,b,b,1.0,0.0
2353,b,b,0.0,0.0
2354,b,b,1.0,0.0
2355,b,b,1.0,0.0
2356,b,b,0.0,0.0
2357,b,b,0.0,0.0
2358,w,b,0.0,0.0
2359,w,b,0.0,0.0
2360,b,b,1.0,0.0
2361,b,b,0.0,0.0
2362,w,b,1.0,0.0
2363,w,b,0.0,0.0
2364,w,b,1.0,0.0
2365,b,b,0.0,0.0
2366,b,b,1.0,0.0
2367,w,b,1.0,0.0
2368,b,b,1.0,0.0
2369,w,b,1.0,0.0
2370,w,b,1.0,0.0
2371,b,b,1.0,0.0
2372,b,b,1.0,0.0
2373,w,b,1.0,0.0
2374,w,b,1.0,0.0
2375,b,b,1.0,1.0
2376,w,b,0.0,0.0
2377,w,b,0.0,0.0
2378,b,b,0.0,1.0
2379,b,b,0.0,1.0
2380,w,b,1.0,1.0
2381,b,b,1.0,1.0
2382,b,b,1.0,1.0
2383,w,b,1.0,1.0
2384,b,b,0.0,0.0
2385,b,b,0.0,0.0
2386,w,b,0.0,0.0
2387,w,b,0.0,0.0
2388,w,b,0.0,0.0
2389,b,b,0.0,0.0
2390,w,b,0.0,0.0
2391,b,b,0.0,0.0
2392,w,b,0.0,1.0
2393,b,b,0.0,0.0
2394,b,b,0.0,0.0
2395,w,b,0.0,1.0
2396,w,b,0.0,0.0
2397,b,b,0.0,0.0
2398,w,b,0.0,0.0
2399,b,b,0.0,0.0
2400,b,b,0.0,0.0
2401,b,b,0.0,0.0
2402,w,b,0.0,0.0
2403,w,b,0.0,0.0
2404,b,b,0.0,0.0
2405,w,b,0.0,0.0
2406,b,b,0.0,0.0
2407,w,b,0.0,0.0
2408,b,c,0.0,0.0
2409,w,c,0.0,0.0
2410,b,c,0.0,0.0
2411,w,c,0.0,0.0
2412,b,c,0.0,0.0
2413,w,c,0.0,0.0
2414,b,c,0.0,0.0
2415,w,c,0.0,0.0
2416,b,c,0.0,0.0
2417,w,c,0.0,0.0
2418,w,c,0.0,0.0
2419,b,c,0.0,0.0
2420,b,c,0.0,0.0
2421,w,c,0.0,0.0
2422,w,c,0.0,0.0
2423,w,c,0.0,0.0
2424,b,c,0.0,0.0
2425,b,c,0.0,0.0
2426,w,c,0.0,0.0
2427,b,c,0.0,0.0
2428,w,c,0.0,0.0
2429,b,c,0.0,0.0
2430,b,b,0.0,0.0
2431,w,b,0.0,0.0
2432,w,b,0.0,0.0
2433,w,b,0.0,0.0
2434,w,b,0.0,0.0
2435,w,b,0.0,0.0
2436,w,b,0.0,0.0
2437,w,b,0.0,0.0
2438,b,b,0.0,0.0
2439,b,b,0.0,0.0
2440,w,b,0.0,0.0
2441,w,b,0.0,0.0
2442,b,b,0.0,0.0
2443,b,b,0.0,0.0
2444,w,b,0.0,0.0
2445,b,b,0.0,0.0
2446,w,b,1.0,0.0
2447,b,b,0.0,0.0
2448,b,b,0.0,0.0
2449,b,b,0.0,0.0
2450,w,b,1.0,0.0
2451,b,b,0.0,0.0
2452,b,b,1.0,0.0
2453,b,b,0.0,0.0
2454,b,b,1.0,0.0
2455,b,b,0.0,0.0
2456,w,b,0.0,0.0
2457,w,b,0.0,0.0
2458,w,b,0.0,0.0
2459,w,b,0.0,0.0
2460,b,b,0.0,0.0
2461,b,b,0.0,0.0
2462,b,b,0.0,0.0
2463,b,b,0.0,0.0
2464,w,b,0.0,0.0
2465,w,b,0.0,0.0
2466,b,b,0.0,0.0
2467,w,b,0.0,1.0
2468,w,b,0.0,1.0
2469,b,b,0.0,1.0
2470,w,b,0.0,0.0
2471,b,b,0.0,0.0
2472,b,b,0.0,0.0
2473,w,b,0.0,0.0
2474,b,b,0.0,0.0
2475,w,b,0.0,1.0
2476,w,b,0.0,1.0
2477,b,b,0.0,0.0
2478,w,b,1.0,0.0
2479,b,b,1.0,0.0
2480,w,b,1.0,0.0
2481,b,b,1.0,0.0
2482,w,b,0.0,0.0
2483,w,b,0.0,0.0
2484,b,b,0.0,0.0
2485,b,b,0.0,0.0
2486,w,b,0.0,0.0
2487,w,b,0.0,0.0
2488,b,b,0.0,0.0
2489,b,b,0.0,0.0
2490,w,b,0.0,1.0
2491,b,b,0.0,1.0
2492,w,b,0.0,0.0
2493,b,b,0.0,0.0
2494,b,c,0.0,0.0
2495,w,c,0.0,0.0
2496,b,c,0.0,0.0
2497,w,c,0.0,0.0
2498,w,c,0.0,0.0
2499,w,c,0.0,0.0
2500,b,c,0.0,0.0
2501,b,c,0.0,0.0
2502,w,c,0.0,0.0
2503,w,c,0.0,0.0
2504,b,c,0.0,0.0
2505,b,c,0.0,0.0
2506,w,c,0.0,0.0
2507,b,c,0.0,0.0
2508,w,c,0.0,0.0
2509,b,c,0.0,0.0
2510,b,b,0.0,0.0
2511,b,b,0.0,0.0
2512,w,b,0.0,0.0
2513,w,b,0.0,0.0
2514,w,b,0.0,0.0
2515,w,b,1.0,1.0
2516,w,b,0.0,0.0
2517,w,b,0.0,0.0
2518,w,b,0.0,0.0
2519,w,b,1.0,1.0
2520,w,b,0.0,0.0
2521,w,b,0.0,0.0
2522,b,b,0.0,0.0
2523,b,b,0.0,0.0
2524,b,b,0.0,0.0
2525,b,b,0.0,0.0
2526,b,b,0.0,0.0
2527,b,b,0.0,0.0
2528,w,b,0.0,0.0
2529,w,b,0.0,0.0
2530,b,b,1.0,1.0
2531,b,b,0.0,0.0
2532,b,b,1.0,0.0
2533,b,b,0.0,0.0
2534,w,b,0.0,0.0
2535,b,b,0.0,0.0
2536,w,b,0.0,0.0
2537,b,b,0.0,0.0
2538,b,b,0.0,0.0
2539,w,b,0.0,1.0
2540,w,b,0.0,1.0
2541,b,b,0.0,1.0
2542,w,b,0.0,0.0
2543,w,b,0.0,0.0
2544,b,b,0.0,0.0
2545,b,b,0.0,0.0
2546,w,b,0.0,0.0
2547,b,b,0.0,0.0
2548,w,b,0.0,0.0
2549,b,b,0.0,1.0
2550,w,b,0.0,0.0
2551,b,b,0.0,0.0
2552,w,b,0.0,0.0
2553,b,b,0.0,0.0
2554,w,c,0.0,0.0
2555,b,c,0.0,0.0
2556,w,c,0.0,1.0
2557,b,c,0.0,0.0
2558,w,c,1.0,0.0
2559,b,c,1.0,0.0
2560,b,c,0.0,0.0
2561,w,c,0.0,0.0
2562,b,c,0.0,1.0
2563,w,c,0.0,0.0
2564,b,c,0.0,0.0
2565,w,c,0.0,0.0
2566,b,c,0.0,0.0
2567,w,c,0.0,0.0
2568,w,b,0.0,0.0
2569,w,b,0.0,0.0
2570,w,b,0.0,0.0
2571,b,b,0.0,0.0
2572,w,b,0.0,0.0
2573,w,b,0.0,0.0
2574,b,b,0.0,0.0
2575,w,b,0.0,0.0
2576,b,b,0.0,0.0
2577,w,b,0.0,0.0
2578,b,b,0.0,0.0
2579,b,b,0.0,0.0
2580,b,b,0.0,0.0
2581,b,b,0.0,0.0
2582,w,b,0.0,0.0
2583,b,b,0.0,0.0
2584,b,b,0.0,0.0
2585,b,b,0.0,0.0
2586,w,b,0.0,0.0
2587,w,b,0.0,0.0
2588,w,b,0.0,0.0
2589,w,b,0.0,0.0
2590,w,b,0.0,0.0
2591,b,b,0.0,0.0
2592,b,b,0.0,0.0
2593,b,b,0.0,0.0
2594,b,b,0.0,0.0
2595,w,b,0.0,0.0
2596,w,b,0.0,0.0
2597,w,b,0.0,0.0
2598,b,b,0.0,0.0
2599,b,b,0.0,0.0
2600,w,b,0.0,0.0
2601,w,b,0.0,0.0
2602,b,b,0.0,0.0
2603,b,b,0.0,0.0
2604,w,b,0.0,0.0
2605,b,b,0.0,0.0
2606,w,b,0.0,0.0
2607,b,b,0.0,0.0
2608,w,b,0.0,0.0
2609,w,b,0.0,0.0
2610,b,b,0.0,0.0
2611,b,b,0.0,0.0
2612,w,b,1.0,1.0
2613,b,b,1.0,1.0
2614,b,b,1.0,1.0
2615,w,b,1.0,1.0
2616,w,b,0.0,0.0
2617,w,b,0.0,0.0
2618,b,b,0.0,0.0
2619,b,b,0.0,0.0
2620,w,b,0.0,1.0
2621,b,b,0.0,1.0
2622,b,b,0.0,0.0
2623,w,b,0.0,0.0
2624,w,b,0.0,0.0
2625,w,b,0.0,0.0
2626,b,b,0.0,1.0
2627,b,b,0.0,1.0
2628,w,c,1.0,0.0
2629,b,c,1.0,0.0
2630,w,c,1.0,0.0
2631,w,c,1.0,0.0
2632,b,c,1.0,0.0
2633,b,c,1.0,0.0
2634,w,c,0.0,0.0
2635,w,c,0.0,0.0
2636,b,c,0.0,0.0
2637,b,c,0.0,0.0
2638,w,c,0.0,0.0
2639,b,c,0.0,0.0
2640,b,c,0.0,0.0
2641,w,c,0.0,0.0
2642,b,b,0.0,0.0
2643,w,b,0.0,0.0
2644,w,b,0.0,0.0
2645,b,b,0.0,0.0
2646,b,b,0.0,0.0
2647,b,b,0.0,0.0
2648,b,b,0.0,0.0
2649,w,b,0.0,0.0
2650,w,b,0.0,0.0
2651,b,b,0.0,0.0
2652,b,b,0.0,0.0
2653,w,b,0.0,0.0
2654,w,b,0.0,0.0
2655,w,b,0.0,0.0
2656,w,b,0.0,0.0
2657,b,b,0.0,0.0
2658,b,b,0.0,0.0
2659,w,b,0.0,0.0
2660,b,b,0.0,0.0
2661,w,b,0.0,0.0
2662,w,b,0.0,0.0
2663,b,b,0.0,0.0
2664,b,b,0.0,1.0
2665,w,b,0.0,0.0
2666,b,b,1.0,0.0
2667,w,b,1.0,0.0
2668,b,b,1.0,0.0
2669,w,b,1.0,1.0
2670,w,b,0.0,0.0
2671,b,b,0.0,0.0
2672,w,b,0.0,0.0
2673,b,b,0.0,0.0
2674,w,b,0.0,0.0
2675,b,b,0.0,0.0
2676,w,b,0.0,0.0
2677,b,b,0.0,0.0
2678,w,b,0.0,0.0
2679,b,b,0.0,0.0
2680,b,b,0.0,0.0
2681,w,b,0.0,1.0
2682,b,b,0.0,0.0
2683,w,b,0.0,0.0
2684,b,b,0.0,0.0
2685,w,b,0.0,0.0
2686,w,b,0.0,0.0
2687,w,b,0.0,0.0
2688,b,b,0.0,0.0
2689,b,b,0.0,0.0
2690,b,b,0.0,0.0
2691,w,b,0.0,0.0
2692,w,b,0.0,1.0
2693,b,b,0.0,1.0
2694,w,b,1.0,1.0
2695,b,b,1.0,1.0
2696,w,b,1.0,1.0
2697,b,b,1.0,1.0
2698,w,c,0.0,0.0
2699,b,c,0.0,0.0
2700,w,c,1.0,0.0
2701,b,c,1.0,0.0
2702,w,c,1.0,0.0
2703,b,c,1.0,0.0
2704,b,c,0.0,0.0
2705,b,c,0.0,0.0
2706,w,c,0.0,0.0
2707,w,c,0.0,0.0
2708,b,b,1.0,0.0
2709,w,b,0.0,0.0
2710,w,b,1.0,0.0
2711,w,b,0.0,0.0
2712,w,b,0.0,0.0
2713,b,b,1.0,0.0
2714,b,b,0.0,0.0
2715,b,b,0.0,0.0
2716,b,b,0.0,0.0
2717,w,b,0.0,0.0
2718,w,b,0.0,0.0
2719,w,b,0.0,0.0
2720,b,b,0.0,0.0
2721,b,b,1.0,0.0
2722,w,b,1.0,0.0
2723,b,b,0.0,0.0
2724,b,b,0.0,0.0
2725,b,b,1.0,0.0
2726,w,b,1.0,0.0
2727,w,b,0.0,0.0
2728,w,b,1.0,0.0
2729,b,b,0.0,0.0
2730,w,b,0.0,0.0
2731,b,b,0.0,0.0
2732,w,b,0.0,1.0
2733,w,b,0.0,0.0
2734,b,b,0.0,0.0
2735,b,b,0.0,0.0
2736,w,b,0.0,0.0
2737,w,b,0.0,1.0
2738,b,b,0.0,1.0
2739,b,b,0.0,0.0
2740,w,b,0.0,0.0
2741,w,b,0.0,0.0
2742,b,b,0.0,0.0
2743,b,b,0.0,0.0
2744,w,b,0.0,1.0
2745,b,b,0.0,0.0
2746,b,b,0.0,1.0
2747,w,b,0.0,0.0
2748,w,b,0.0,1.0
2749,b,b,0.0,0.0
2750,b,b,0.0,1.0
2751,w,b,0.0,0.0
2752,w,b,1.0,0.0
2753,b,b,1.0,0.0
2754,w,b,1.0,0.0
2755,b,b,1.0,0.0
2756,w,b,1.0,0.0
2757,b,b,1.0,0.0
2758,w,b,0.0,0.0
2759,w,b,0.0,0.0
2760,b,b,0.0,1.0
2761,b,b,0.0,0.0
2762,w,c,0.0,0.0
2763,b,c,0.0,0.0
2764,w,c,0.0,0.0
2765,b,c,0.0,0.0
2766,w,c,1.0,0.0
2767,b,c,1.0,0.0
2768,w,c,0.0,0.0
2769,b,c,1.0,0.0
2770,w,c,1.0,0.0
2771,b,c,0.0,0.0
2772,b,c,0.0,0.0
2773,w,c,0.0,0.0
2774,w,c,0.0,0.0
2775,b,c,0.0,0.0
2776,w,c,1.0,0.0
2777,w,c,1.0,0.0
2778,b,c,1.0,0.0
2779,b,c,1.0,0.0
2780,w,c,0.0,0.0
2781,b,c,0.0,0.0
2782,w,c,0.0,0.0
2783,b,c,0.0,0.0
2784,w,c,0.0,0.0
2785,b,c,1.0,0.0
2786,w,c,1.0,0.0
2787,w,c,0.0,0.0
2788,b,c,0.0,0.0
2789,w,c,1.0,0.0
2790,b,c,1.0,0.0
2791,b,c,0.0,0.0
2792,w,c,0.0,0.0
2793,b,c,0.0,0.0
2794,b,c,0.0,0.0
2795,w,c,0.0,0.0
2796,w,c,0.0,0.0
2797,w,c,0.0,0.0
2798,b,c,0.0,0.0
2799,b,c,0.0,0.0
2800,b,c,0.0,0.0
2801,w,c,0.0,0.0
2802,w,c,0.0,0.0
2803,b,c,0.0,0.0
2804,w,c,0.0,0.0
2805,b,c,0.0,0.0
2806,w,c,0.0,0.0
2807,b,c,0.0,0.0
2808,b,c,0.0,0.0
2809,w,c,0.0,0.0
2810,b,c,0.0,0.0
2811,w,c,0.0,0.0
2812,w,c,0.0,0.0
2813,w,c,0.0,0.0
2814,b,c,0.0,0.0
2815,b,c,0.0,0.0
2816,w,c,0.0,0.0
2817,w,c,0.0,0.0
2818,b,c,0.0,0.0
2819,b,c,1.0,0.0
2820,b,c,0.0,0.0
2821,w,c,1.0,0.0
2822,b,c,0.0,0.0
2823,w,c,0.0,0.0
2824,w,c,0.0,0.0
2825,b,c,0.0,0.0
2826,w,c,1.0,0.0
2827,b,c,1.0,0.0
2828,b,c,0.0,0.0
2829,w,c,0.0,0.0
2830,w,c,0.0,0.0
2831,w,c,0.0,0.0
2832,b,c,0.0,0.0
2833,w,c,0.0,0.0
2834,b,c,0.0,0.0
2835,b,c,0.0,0.0
2836,w,c,1.0,0.0
2837,b,c,1.0,0.0
2838,w,c,1.0,0.0
2839,b,c,1.0,0.0
2840,w,c,1.0,0.0
2841,b,c,1.0,0.0
2842,b,c,1.0,0.0
2843,w,c,1.0,0.0
2844,w,c,0.0,1.0
2845,w,c,0.0,1.0
2846,b,c,0.0,1.0
2847,b,c,0.0,0.0
2848,w,c,1.0,1.0
2849,b,c,1.0,0.0
2850,b,c,1.0,0.0
2851,b,c,1.0,0.0
2852,w,c,1.0,0.0
2853,w,c,1.0,0.0
2854,b,c,1.0,0.0
2855,w,c,1.0,0.0
2856,b,c,0.0,0.0
2857,w,c,0.0,0.0
2858,b,c,0.0,0.0
2859,b,c,1.0,0.0
2860,w,c,0.0,0.0
2861,w,c,1.0,0.0
